store_nbr,family,date,sales,onpromotion
1,SEAFOOD,2014-08-28,13.465,0
1,SEAFOOD,2014-08-29,46.197998,6
1,SEAFOOD,2014-08-30,27.48,0
1,SEAFOOD,2014-08-31,10.859,0
1,SEAFOOD,2014-09-01,14.951,0
1,SEAFOOD,2014-09-02,20.944,0
1,SEAFOOD,2014-09-03,31.45,0
1,SEAFOOD,2014-09-04,19.274,0
1,SEAFOOD,2014-09-05,41.023,6
1,SEAFOOD,2014-09-06,32.61,0
1,SEAFOOD,2014-09-07,17.439,0
1,SEAFOOD,2014-09-08,13.865999,0
1,SEAFOOD,2014-09-09,13.475,0
1,SEAFOOD,2014-09-10,30.361,0
1,SEAFOOD,2014-09-11,13.407,0
1,SEAFOOD,2014-09-12,28.807,5
1,SEAFOOD,2014-09-13,16.737,0
1,SEAFOOD,2014-09-14,8.4140005,0
1,SEAFOOD,2014-09-15,17.209,0
1,SEAFOOD,2014-09-16,18.568,0
1,SEAFOOD,2014-09-17,19.833,0
1,SEAFOOD,2014-09-18,13.218,0
1,SEAFOOD,2014-09-19,32.787,5
1,SEAFOOD,2014-09-20,23.494999,0
1,SEAFOOD,2014-09-21,10.426001,0
1,SEAFOOD,2014-09-22,12.161,0
1,SEAFOOD,2014-09-23,18.848,0
1,SEAFOOD,2014-09-24,36.075,0
1,SEAFOOD,2014-09-25,19.428001,0
1,SEAFOOD,2014-09-26,28.968,4
1,SEAFOOD,2014-09-27,34.326,0
1,SEAFOOD,2014-09-28,12.157,0
1,SEAFOOD,2014-09-29,18.114,0
1,SEAFOOD,2014-09-30,25.807,0
1,SEAFOOD,2014-10-01,29.143,0
1,SEAFOOD,2014-10-02,27.586,0
1,SEAFOOD,2014-10-03,54.087997,7
1,SEAFOOD,2014-10-04,37.515,0
1,SEAFOOD,2014-10-05,20.539,0
1,SEAFOOD,2014-10-06,23.48,0
1,SEAFOOD,2014-10-07,33.636,0
1,SEAFOOD,2014-10-08,40.751,0
1,SEAFOOD,2014-10-09,20.524,0
1,SEAFOOD,2014-10-10,29.056,5
1,SEAFOOD,2014-10-11,29.243,0
1,SEAFOOD,2014-10-12,8.946,0
1,SEAFOOD,2014-10-13,21.997,0
1,SEAFOOD,2014-10-14,39.377,0
1,SEAFOOD,2014-10-15,42.802,0
1,SEAFOOD,2014-10-16,36.246,0
1,SEAFOOD,2014-10-17,42.603,6
1,SEAFOOD,2014-10-18,35.91,0
1,SEAFOOD,2014-10-19,23.846,0
1,SEAFOOD,2014-10-20,27.794,0
1,SEAFOOD,2014-10-21,14.655,0
1,SEAFOOD,2014-10-22,38.403,0
1,SEAFOOD,2014-10-23,21.383,0
1,SEAFOOD,2014-10-24,43.069,5
1,SEAFOOD,2014-10-25,22.582,0
1,SEAFOOD,2014-10-26,15.082,0
1,SEAFOOD,2014-10-27,15.399,0
1,SEAFOOD,2014-10-28,25.953,1
1,SEAFOOD,2014-10-29,36.911,0
1,SEAFOOD,2014-10-30,26.084,0
1,SEAFOOD,2014-10-31,48.472,7
1,SEAFOOD,2014-11-01,31.666,0
1,SEAFOOD,2014-11-02,8.222,0
1,SEAFOOD,2014-11-03,19.803999,0
1,SEAFOOD,2014-11-04,34.173,0
1,SEAFOOD,2014-11-05,38.171,0
1,SEAFOOD,2014-11-06,12.712,0
1,SEAFOOD,2014-11-07,33.947998,6
1,SEAFOOD,2014-11-08,26.803,0
1,SEAFOOD,2014-11-09,13.811,0
1,SEAFOOD,2014-11-10,25.356,0
1,SEAFOOD,2014-11-11,25.073,0
1,SEAFOOD,2014-11-12,41.008,0
1,SEAFOOD,2014-11-13,18.890999,0
1,SEAFOOD,2014-11-14,29.083,6
1,SEAFOOD,2014-11-15,32.353,0
1,SEAFOOD,2014-11-16,12.711,0
1,SEAFOOD,2014-11-17,27.383999,0
1,SEAFOOD,2014-11-18,28.787,0
1,SEAFOOD,2014-11-19,27.987,0
1,SEAFOOD,2014-11-20,34.698,0
1,SEAFOOD,2014-11-21,56.58,7
1,SEAFOOD,2014-11-22,31.641,0
1,SEAFOOD,2014-11-23,9.9,0
1,SEAFOOD,2014-11-24,11.499,0
1,SEAFOOD,2014-11-25,18.866,0
1,SEAFOOD,2014-11-26,25.15,0
1,SEAFOOD,2014-11-27,22.276001,0
1,SEAFOOD,2014-11-28,34.05,6
1,SEAFOOD,2014-11-29,18.147,0
1,SEAFOOD,2014-11-30,12.753,0
1,SEAFOOD,2014-12-01,21.724,0
1,SEAFOOD,2014-12-02,16.074999,0
1,SEAFOOD,2014-12-03,45.877,0
1,SEAFOOD,2014-12-04,22.326,0
1,SEAFOOD,2014-12-05,41.904,6
1,SEAFOOD,2014-12-06,27.342,0
1,SEAFOOD,2014-12-07,16.003,0
1,SEAFOOD,2014-12-08,28.511,0
1,SEAFOOD,2014-12-09,25.4,0
1,SEAFOOD,2014-12-10,39.019,0
1,SEAFOOD,2014-12-11,33.102,0
1,SEAFOOD,2014-12-12,54.738,6
1,SEAFOOD,2014-12-13,25.849,0
1,SEAFOOD,2014-12-14,10.224,0
1,SEAFOOD,2014-12-15,20.898,0
1,SEAFOOD,2014-12-16,22.140999,0
1,SEAFOOD,2014-12-17,43.953,0
1,SEAFOOD,2014-12-18,22.825,0
1,SEAFOOD,2014-12-19,36.771,6
1,SEAFOOD,2014-12-20,27.049,0
1,SEAFOOD,2014-12-21,13.117001,0
1,SEAFOOD,2014-12-22,16.822,0
1,SEAFOOD,2014-12-23,39.818,0
1,SEAFOOD,2014-12-24,17.23,0
1,SEAFOOD,2014-12-26,18.389,4
1,SEAFOOD,2014-12-27,16.029,0
1,SEAFOOD,2014-12-28,5.509,0
1,SEAFOOD,2014-12-29,26.686,0
1,SEAFOOD,2014-12-30,23.406,0
1,SEAFOOD,2014-12-31,24.859,0
1,SEAFOOD,2015-01-01,0.0,0
1,SEAFOOD,2015-01-02,19.319,5
1,SEAFOOD,2015-01-03,23.071,0
1,SEAFOOD,2015-01-04,9.903999,0
1,SEAFOOD,2015-01-05,32.614,0
1,SEAFOOD,2015-01-06,25.233,0
1,SEAFOOD,2015-01-07,30.581,0
1,SEAFOOD,2015-01-08,14.262,0
1,SEAFOOD,2015-01-09,55.31,6
1,SEAFOOD,2015-01-10,28.618,0
1,SEAFOOD,2015-01-11,10.306,0
1,SEAFOOD,2015-01-12,18.174,0
1,SEAFOOD,2015-01-13,26.755,0
1,SEAFOOD,2015-01-14,34.54,0
1,SEAFOOD,2015-01-15,22.449,0
1,SEAFOOD,2015-01-16,34.991,6
1,SEAFOOD,2015-01-17,34.718002,0
1,SEAFOOD,2015-01-18,21.128,0
1,SEAFOOD,2015-01-19,34.545,0
1,SEAFOOD,2015-01-20,20.133,0
1,SEAFOOD,2015-01-21,34.989,0
1,SEAFOOD,2015-01-22,12.098,0
1,SEAFOOD,2015-01-23,44.131,7
1,SEAFOOD,2015-01-24,28.364,0
1,SEAFOOD,2015-01-25,14.305,0
1,SEAFOOD,2015-01-26,29.942,0
1,SEAFOOD,2015-01-27,23.01,0
1,SEAFOOD,2015-01-28,28.066,0
1,SEAFOOD,2015-01-29,30.762,0
1,SEAFOOD,2015-01-30,41.399002,5
1,SEAFOOD,2015-01-31,30.217,0
1,SEAFOOD,2015-02-01,12.568,0
1,SEAFOOD,2015-02-02,32.001,0
1,SEAFOOD,2015-02-03,33.672,0
1,SEAFOOD,2015-02-04,33.148,0
1,SEAFOOD,2015-02-05,19.927,0
1,SEAFOOD,2015-02-06,46.996,6
1,SEAFOOD,2015-02-07,28.465,1
1,SEAFOOD,2015-02-08,12.516,0
1,SEAFOOD,2015-02-09,25.743,0
1,SEAFOOD,2015-02-10,33.985,0
1,SEAFOOD,2015-02-11,34.138,0
1,SEAFOOD,2015-02-12,19.408,0
1,SEAFOOD,2015-02-13,29.383999,5
1,SEAFOOD,2015-02-14,21.477,0
1,SEAFOOD,2015-02-15,3.288,0
1,SEAFOOD,2015-02-16,12.271,0
1,SEAFOOD,2015-02-17,15.334,0
1,SEAFOOD,2015-02-18,32.487,0
1,SEAFOOD,2015-02-19,34.932,0
1,SEAFOOD,2015-02-20,45.016,7
1,SEAFOOD,2015-02-21,38.508,0
1,SEAFOOD,2015-02-22,15.074,0
1,SEAFOOD,2015-02-23,27.369,0
1,SEAFOOD,2015-02-24,28.501999,0
1,SEAFOOD,2015-02-25,44.612,0
1,SEAFOOD,2015-02-26,20.223999,0
1,SEAFOOD,2015-02-27,48.334,6
1,SEAFOOD,2015-02-28,32.841,0
1,SEAFOOD,2015-03-01,19.733,0
1,SEAFOOD,2015-03-02,25.882,0
1,SEAFOOD,2015-03-03,28.47,0
1,SEAFOOD,2015-03-04,32.924,0
1,SEAFOOD,2015-03-05,11.102,0
1,SEAFOOD,2015-03-06,36.686,5
1,SEAFOOD,2015-03-07,25.248001,0
1,SEAFOOD,2015-03-08,10.825,1
1,SEAFOOD,2015-03-09,25.573,0
1,SEAFOOD,2015-03-10,25.379,0
1,SEAFOOD,2015-03-11,30.283,0
1,SEAFOOD,2015-03-12,15.936,0
1,SEAFOOD,2015-03-13,57.72,5
1,SEAFOOD,2015-03-14,31.916,0
1,SEAFOOD,2015-03-15,12.144,0
1,SEAFOOD,2015-03-16,29.846,0
1,SEAFOOD,2015-03-17,29.79,0
1,SEAFOOD,2015-03-18,36.921,0
1,SEAFOOD,2015-03-19,15.2630005,0
1,SEAFOOD,2015-03-20,44.508,6
1,SEAFOOD,2015-03-21,37.745,0
1,SEAFOOD,2015-03-22,14.166,0
1,SEAFOOD,2015-03-23,20.445,0
1,SEAFOOD,2015-03-24,25.83,0
1,SEAFOOD,2015-03-25,23.959,0
1,SEAFOOD,2015-03-26,21.939,0
1,SEAFOOD,2015-03-27,52.475998,6
1,SEAFOOD,2015-03-28,29.108,0
1,SEAFOOD,2015-03-29,21.093,0
1,SEAFOOD,2015-03-30,24.261,0
1,SEAFOOD,2015-03-31,25.263,0
1,SEAFOOD,2015-04-01,30.167,0
1,SEAFOOD,2015-04-02,32.529,0
1,SEAFOOD,2015-04-03,23.455,5
1,SEAFOOD,2015-04-04,26.427,0
1,SEAFOOD,2015-04-05,8.944,0
1,SEAFOOD,2015-04-06,30.797,0
1,SEAFOOD,2015-04-07,29.746,0
1,SEAFOOD,2015-04-08,21.939,0
1,SEAFOOD,2015-04-09,15.864,0
1,SEAFOOD,2015-04-10,32.023,7
1,SEAFOOD,2015-04-11,29.629,0
1,SEAFOOD,2015-04-12,14.717,0
1,SEAFOOD,2015-04-13,27.16,0
1,SEAFOOD,2015-04-14,15.056,0
1,SEAFOOD,2015-04-15,30.72,0
1,SEAFOOD,2015-04-16,18.868,0
1,SEAFOOD,2015-04-17,38.744,7
1,SEAFOOD,2015-04-18,25.861,0
1,SEAFOOD,2015-04-19,14.478,0
1,SEAFOOD,2015-04-20,22.403,0
1,SEAFOOD,2015-04-21,17.991001,0
1,SEAFOOD,2015-04-22,29.246,0
1,SEAFOOD,2015-04-23,27.539,0
1,SEAFOOD,2015-04-24,44.206,6
1,SEAFOOD,2015-04-25,15.516,0
1,SEAFOOD,2015-04-26,7.979,0
1,SEAFOOD,2015-04-27,19.22,0
1,SEAFOOD,2015-04-28,18.305,0
1,SEAFOOD,2015-04-29,42.116,1
1,SEAFOOD,2015-04-30,20.113,1
1,SEAFOOD,2015-05-01,7.829,5
1,SEAFOOD,2015-05-02,31.629,0
1,SEAFOOD,2015-05-03,16.838,1
1,SEAFOOD,2015-05-04,23.142,0
1,SEAFOOD,2015-05-05,23.834,0
1,SEAFOOD,2015-05-06,38.260998,0
1,SEAFOOD,2015-05-07,26.374,0
1,SEAFOOD,2015-05-08,58.986,7
1,SEAFOOD,2015-05-09,31.951,0
1,SEAFOOD,2015-05-10,12.101,1
1,SEAFOOD,2015-05-11,23.452,0
1,SEAFOOD,2015-05-12,18.956001,0
1,SEAFOOD,2015-05-13,35.388,0
1,SEAFOOD,2015-05-14,16.258,0
1,SEAFOOD,2015-05-15,32.601,6
1,SEAFOOD,2015-05-16,31.226,0
1,SEAFOOD,2015-05-17,15.209,0
1,SEAFOOD,2015-05-18,27.716,0
1,SEAFOOD,2015-05-19,20.829,0
1,SEAFOOD,2015-05-20,42.798,1
1,SEAFOOD,2015-05-21,27.927,0
1,SEAFOOD,2015-05-22,37.535,6
1,SEAFOOD,2015-05-23,34.134,0
1,SEAFOOD,2015-05-24,16.81,0
1,SEAFOOD,2015-05-25,17.326,0
1,SEAFOOD,2015-05-26,16.776001,0
1,SEAFOOD,2015-05-27,22.99,0
1,SEAFOOD,2015-05-28,11.726,0
1,SEAFOOD,2015-05-29,26.039,6
1,SEAFOOD,2015-05-30,28.736,0
1,SEAFOOD,2015-05-31,12.37,0
1,SEAFOOD,2015-06-01,19.630001,0
1,SEAFOOD,2015-06-02,44.429,0
1,SEAFOOD,2015-06-03,36.423,0
1,SEAFOOD,2015-06-04,30.239,1
1,SEAFOOD,2015-06-05,39.371,6
1,SEAFOOD,2015-06-06,32.512,1
1,SEAFOOD,2015-06-07,6.96,0
1,SEAFOOD,2015-06-08,24.164,0
1,SEAFOOD,2015-06-09,17.389,0
1,SEAFOOD,2015-06-10,21.888,1
1,SEAFOOD,2015-06-11,28.027,0
1,SEAFOOD,2015-06-12,50.159,7
1,SEAFOOD,2015-06-13,23.738,0
1,SEAFOOD,2015-06-14,14.1119995,0
1,SEAFOOD,2015-06-15,25.59,1
1,SEAFOOD,2015-06-16,22.913,1
1,SEAFOOD,2015-06-17,38.887,2
1,SEAFOOD,2015-06-18,17.96,2
1,SEAFOOD,2015-06-19,43.711,5
1,SEAFOOD,2015-06-20,36.691998,1
1,SEAFOOD,2015-06-21,21.921,2
1,SEAFOOD,2015-06-22,22.77,0
1,SEAFOOD,2015-06-23,29.313,0
1,SEAFOOD,2015-06-24,30.637001,1
1,SEAFOOD,2015-06-25,30.744999,0
1,SEAFOOD,2015-06-26,41.547,5
1,SEAFOOD,2015-06-27,32.392,0
1,SEAFOOD,2015-06-28,15.454,0
1,SEAFOOD,2015-06-29,28.522,0
1,SEAFOOD,2015-06-30,22.9,0
1,SEAFOOD,2015-07-01,24.996,0
1,SEAFOOD,2015-07-02,22.363,0
1,SEAFOOD,2015-07-03,64.8,6
1,SEAFOOD,2015-07-04,26.25,0
1,SEAFOOD,2015-07-05,11.456,0
1,SEAFOOD,2015-07-06,15.365,0
1,SEAFOOD,2015-07-07,0.0,0
1,SEAFOOD,2015-07-08,33.931,0
1,SEAFOOD,2015-07-09,24.414,0
1,SEAFOOD,2015-07-10,49.647,7
1,SEAFOOD,2015-07-11,29.957,0
1,SEAFOOD,2015-07-12,16.604,0
1,SEAFOOD,2015-07-13,29.164,0
1,SEAFOOD,2015-07-14,30.138,0
1,SEAFOOD,2015-07-15,31.001,0
1,SEAFOOD,2015-07-16,25.636,0
1,SEAFOOD,2015-07-17,48.937,5
1,SEAFOOD,2015-07-18,22.237,0
1,SEAFOOD,2015-07-19,14.823,0
1,SEAFOOD,2015-07-20,37.637,0
1,SEAFOOD,2015-07-21,17.531,0
1,SEAFOOD,2015-07-22,32.38,0
1,SEAFOOD,2015-07-23,22.121,0
1,SEAFOOD,2015-07-24,49.129,6
1,SEAFOOD,2015-07-25,22.811,0
1,SEAFOOD,2015-07-26,10.908,0
1,SEAFOOD,2015-07-27,22.183,0
1,SEAFOOD,2015-07-28,28.688,0
1,SEAFOOD,2015-07-29,30.173,0
1,SEAFOOD,2015-07-30,26.104,0
1,SEAFOOD,2015-07-31,45.349,6
1,SEAFOOD,2015-08-01,29.329,0
1,SEAFOOD,2015-08-02,25.703001,1
1,SEAFOOD,2015-08-03,21.87,0
1,SEAFOOD,2015-08-04,27.075,0
1,SEAFOOD,2015-08-05,12.09,0
1,SEAFOOD,2015-08-06,17.348,0
1,SEAFOOD,2015-08-07,43.343002,5
1,SEAFOOD,2015-08-08,10.196,0
1,SEAFOOD,2015-08-09,10.7890005,0
1,SEAFOOD,2015-08-10,6.585,0
1,SEAFOOD,2015-08-11,16.935001,0
1,SEAFOOD,2015-08-12,26.803,0
1,SEAFOOD,2015-08-13,16.228,0
1,SEAFOOD,2015-08-14,26.961,6
1,SEAFOOD,2015-08-15,27.069,0
1,SEAFOOD,2015-08-16,8.562,0
1,SEAFOOD,2015-08-17,21.712,0
1,SEAFOOD,2015-08-18,17.52,0
1,SEAFOOD,2015-08-19,22.4,0
1,SEAFOOD,2015-08-20,21.078,0
1,SEAFOOD,2015-08-21,36.811,6
1,SEAFOOD,2015-08-22,23.241001,0
1,SEAFOOD,2015-08-23,11.391,0
1,SEAFOOD,2015-08-24,17.471,0
1,SEAFOOD,2015-08-25,22.667,0
1,SEAFOOD,2015-08-26,29.691,0
1,SEAFOOD,2015-08-27,16.561,0
1,SEAFOOD,2015-08-28,41.889,5
1,SEAFOOD,2015-08-29,29.220999,1
1,SEAFOOD,2015-08-30,9.337,0
1,SEAFOOD,2015-08-31,23.18,0
1,SEAFOOD,2015-09-01,18.507,0
1,SEAFOOD,2015-09-02,42.535,0
1,SEAFOOD,2015-09-03,26.82,0
1,SEAFOOD,2015-09-04,45.296,6
1,SEAFOOD,2015-09-05,38.262,1
1,SEAFOOD,2015-09-06,18.229,0
1,SEAFOOD,2015-09-07,15.530001,0
1,SEAFOOD,2015-09-08,22.534,0
1,SEAFOOD,2015-09-09,41.533,0
1,SEAFOOD,2015-09-10,24.843,0
1,SEAFOOD,2015-09-11,45.428,7
1,SEAFOOD,2015-09-12,29.201,0
1,SEAFOOD,2015-09-13,17.81,0
1,SEAFOOD,2015-09-14,21.417,1
1,SEAFOOD,2015-09-15,25.168001,1
1,SEAFOOD,2015-09-16,30.311,1
1,SEAFOOD,2015-09-17,13.786,1
1,SEAFOOD,2015-09-18,32.586,4
1,SEAFOOD,2015-09-19,27.442,1
1,SEAFOOD,2015-09-20,11.656,0
1,SEAFOOD,2015-09-21,29.638,0
1,SEAFOOD,2015-09-22,24.956,1
1,SEAFOOD,2015-09-23,32.234,1
1,SEAFOOD,2015-09-24,32.098,1
1,SEAFOOD,2015-09-25,48.22,6
1,SEAFOOD,2015-09-26,22.646,1
1,SEAFOOD,2015-09-27,9.043,0
1,SEAFOOD,2015-09-28,26.067001,0
1,SEAFOOD,2015-09-29,27.447,0
1,SEAFOOD,2015-09-30,29.097,0
1,SEAFOOD,2015-10-01,35.363,0
1,SEAFOOD,2015-10-02,48.821,6
1,SEAFOOD,2015-10-03,42.239998,0
1,SEAFOOD,2015-10-04,20.498001,0
1,SEAFOOD,2015-10-05,12.076,0
1,SEAFOOD,2015-10-06,18.951,0
1,SEAFOOD,2015-10-07,38.336,0
1,SEAFOOD,2015-10-08,18.064,0
1,SEAFOOD,2015-10-09,14.599,5
1,SEAFOOD,2015-10-10,24.604,0
1,SEAFOOD,2015-10-11,16.966,0
1,SEAFOOD,2015-10-12,15.904,0
1,SEAFOOD,2015-10-13,26.239,0
1,SEAFOOD,2015-10-14,24.525,0
1,SEAFOOD,2015-10-15,32.56,0
1,SEAFOOD,2015-10-16,52.832,6
1,SEAFOOD,2015-10-17,29.646,0
1,SEAFOOD,2015-10-18,21.211,0
1,SEAFOOD,2015-10-19,24.499,0
1,SEAFOOD,2015-10-20,35.246,0
1,SEAFOOD,2015-10-21,43.354,0
1,SEAFOOD,2015-10-22,20.767,0
1,SEAFOOD,2015-10-23,86.106,7
1,SEAFOOD,2015-10-24,27.08,0
1,SEAFOOD,2015-10-25,18.616,0
1,SEAFOOD,2015-10-26,23.594,0
1,SEAFOOD,2015-10-27,23.411,0
1,SEAFOOD,2015-10-28,23.559,0
1,SEAFOOD,2015-10-29,20.381,0
1,SEAFOOD,2015-10-30,37.641,7
1,SEAFOOD,2015-10-31,16.902,0
1,SEAFOOD,2015-11-01,11.424,0
1,SEAFOOD,2015-11-02,10.1449995,0
1,SEAFOOD,2015-11-03,21.06,0
1,SEAFOOD,2015-11-04,36.178,0
1,SEAFOOD,2015-11-05,17.572,0
1,SEAFOOD,2015-11-06,43.452,6
1,SEAFOOD,2015-11-07,27.631,0
1,SEAFOOD,2015-11-08,15.741,0
1,SEAFOOD,2015-11-09,15.781,0
1,SEAFOOD,2015-11-10,36.414,0
1,SEAFOOD,2015-11-11,38.533,0
1,SEAFOOD,2015-11-12,22.74,0
1,SEAFOOD,2015-11-13,37.201,7
1,SEAFOOD,2015-11-14,27.434,0
1,SEAFOOD,2015-11-15,22.065,0
1,SEAFOOD,2015-11-16,22.096,0
1,SEAFOOD,2015-11-17,25.744,0
1,SEAFOOD,2015-11-18,36.172,0
1,SEAFOOD,2015-11-19,20.681,0
1,SEAFOOD,2015-11-20,38.671,5
1,SEAFOOD,2015-11-21,28.675999,0
1,SEAFOOD,2015-11-22,20.073,0
1,SEAFOOD,2015-11-23,26.361,0
1,SEAFOOD,2015-11-24,28.948,0
1,SEAFOOD,2015-11-25,36.683,0
1,SEAFOOD,2015-11-26,25.935,0
1,SEAFOOD,2015-11-27,33.301,6
1,SEAFOOD,2015-11-28,33.989,0
1,SEAFOOD,2015-11-29,10.18,0
1,SEAFOOD,2015-11-30,30.357,0
1,SEAFOOD,2015-12-01,30.375,0
1,SEAFOOD,2015-12-02,20.491,0
1,SEAFOOD,2015-12-03,20.194,0
1,SEAFOOD,2015-12-04,41.576,6
1,SEAFOOD,2015-12-05,22.225,0
1,SEAFOOD,2015-12-06,20.615,0
1,SEAFOOD,2015-12-07,38.88,0
1,SEAFOOD,2015-12-08,18.432,0
1,SEAFOOD,2015-12-09,27.059,0
1,SEAFOOD,2015-12-10,23.534,0
1,SEAFOOD,2015-12-11,30.835999,7
1,SEAFOOD,2015-12-12,21.818,0
1,SEAFOOD,2015-12-13,10.746,0
1,SEAFOOD,2015-12-14,25.25,0
1,SEAFOOD,2015-12-15,23.943,0
1,SEAFOOD,2015-12-16,29.703,0
1,SEAFOOD,2015-12-17,18.037,0
1,SEAFOOD,2015-12-18,38.146,5
1,SEAFOOD,2015-12-19,27.107,0
1,SEAFOOD,2015-12-20,17.609,0
1,SEAFOOD,2015-12-21,22.567,0
1,SEAFOOD,2015-12-22,21.924,0
1,SEAFOOD,2015-12-23,36.66,0
1,SEAFOOD,2015-12-24,22.102,0
1,SEAFOOD,2015-12-26,22.404,0
1,SEAFOOD,2015-12-27,12.063,0
1,SEAFOOD,2015-12-28,12.866,0
1,SEAFOOD,2015-12-29,21.204,0
1,SEAFOOD,2015-12-30,20.147,0
1,SEAFOOD,2015-12-31,8.911,0
1,SEAFOOD,2016-01-01,0.0,0
1,SEAFOOD,2016-01-02,16.202,0
1,SEAFOOD,2016-01-03,9.193,0
1,SEAFOOD,2016-01-04,36.773,0
1,SEAFOOD,2016-01-05,25.757,0
1,SEAFOOD,2016-01-06,34.057,0
1,SEAFOOD,2016-01-07,18.156,0
1,SEAFOOD,2016-01-08,28.57,4
1,SEAFOOD,2016-01-09,30.355,0
1,SEAFOOD,2016-01-10,13.752,0
1,SEAFOOD,2016-01-11,13.315001,0
1,SEAFOOD,2016-01-12,31.132,0
1,SEAFOOD,2016-01-13,28.809,0
1,SEAFOOD,2016-01-14,29.593,0
1,SEAFOOD,2016-01-15,38.149,6
1,SEAFOOD,2016-01-16,38.758,0
1,SEAFOOD,2016-01-17,20.098999,0
1,SEAFOOD,2016-01-18,31.376999,0
1,SEAFOOD,2016-01-19,23.088,0
1,SEAFOOD,2016-01-20,33.475,0
1,SEAFOOD,2016-01-21,27.294,0
1,SEAFOOD,2016-01-22,52.248,7
1,SEAFOOD,2016-01-23,35.785,0
1,SEAFOOD,2016-01-24,7.732,0
1,SEAFOOD,2016-01-25,22.387001,0
1,SEAFOOD,2016-01-26,21.81,0
1,SEAFOOD,2016-01-27,36.612,0
1,SEAFOOD,2016-01-28,26.984,0
1,SEAFOOD,2016-01-29,33.886,5
1,SEAFOOD,2016-01-30,27.743,0
1,SEAFOOD,2016-01-31,20.15,0
1,SEAFOOD,2016-02-01,26.241001,0
1,SEAFOOD,2016-02-02,36.769,0
1,SEAFOOD,2016-02-03,29.562,0
1,SEAFOOD,2016-02-04,19.638,0
1,SEAFOOD,2016-02-05,37.018,7
1,SEAFOOD,2016-02-06,26.916,1
1,SEAFOOD,2016-02-07,14.208,0
1,SEAFOOD,2016-02-08,10.174,0
1,SEAFOOD,2016-02-09,15.905001,0
1,SEAFOOD,2016-02-10,37.56,0
1,SEAFOOD,2016-02-11,36.952,0
1,SEAFOOD,2016-02-12,59.336,6
1,SEAFOOD,2016-02-13,37.193,0
1,SEAFOOD,2016-02-14,12.382,0
1,SEAFOOD,2016-02-15,27.004,0
1,SEAFOOD,2016-02-16,32.101,0
1,SEAFOOD,2016-02-17,38.805,0
1,SEAFOOD,2016-02-18,23.812,0
1,SEAFOOD,2016-02-19,44.05,6
1,SEAFOOD,2016-02-20,34.023,0
1,SEAFOOD,2016-02-21,22.681,0
1,SEAFOOD,2016-02-22,32.575,0
1,SEAFOOD,2016-02-23,17.924,0
1,SEAFOOD,2016-02-24,22.614,0
1,SEAFOOD,2016-02-25,22.273,0
1,SEAFOOD,2016-02-26,40.572,5
1,SEAFOOD,2016-02-27,23.314,0
1,SEAFOOD,2016-02-28,11.346,0
1,SEAFOOD,2016-02-29,21.379,0
1,SEAFOOD,2016-03-01,25.403,0
1,SEAFOOD,2016-03-02,37.581,0
1,SEAFOOD,2016-03-03,29.427,0
1,SEAFOOD,2016-03-04,47.999,6
1,SEAFOOD,2016-03-05,34.081,0
1,SEAFOOD,2016-03-06,20.753,0
1,SEAFOOD,2016-03-07,21.473999,0
1,SEAFOOD,2016-03-08,20.89,0
1,SEAFOOD,2016-03-09,30.986,0
1,SEAFOOD,2016-03-10,22.931,0
1,SEAFOOD,2016-03-11,40.045,5
1,SEAFOOD,2016-03-12,26.934,0
1,SEAFOOD,2016-03-13,14.7439995,0
1,SEAFOOD,2016-03-14,21.103,0
1,SEAFOOD,2016-03-15,26.804,0
1,SEAFOOD,2016-03-16,25.14,0
1,SEAFOOD,2016-03-17,22.783,0
1,SEAFOOD,2016-03-18,41.482,5
1,SEAFOOD,2016-03-19,32.045,0
1,SEAFOOD,2016-03-20,19.348,0
1,SEAFOOD,2016-03-21,23.179,0
1,SEAFOOD,2016-03-22,21.855,0
1,SEAFOOD,2016-03-23,32.568,0
1,SEAFOOD,2016-03-24,45.725998,0
1,SEAFOOD,2016-03-25,17.031,5
1,SEAFOOD,2016-03-26,9.183,0
1,SEAFOOD,2016-03-27,17.828,0
1,SEAFOOD,2016-03-28,15.933,0
1,SEAFOOD,2016-03-29,28.138,0
1,SEAFOOD,2016-03-30,25.484,0
1,SEAFOOD,2016-03-31,21.383,0
1,SEAFOOD,2016-04-01,47.956,6
1,SEAFOOD,2016-04-02,28.230999,0
1,SEAFOOD,2016-04-03,21.501,0
1,SEAFOOD,2016-04-04,24.696001,0
1,SEAFOOD,2016-04-05,27.524,0
1,SEAFOOD,2016-04-06,27.364,0
1,SEAFOOD,2016-04-07,15.335,0
1,SEAFOOD,2016-04-08,42.312,6
1,SEAFOOD,2016-04-09,30.479,0
1,SEAFOOD,2016-04-10,18.242,0
1,SEAFOOD,2016-04-11,15.603001,0
1,SEAFOOD,2016-04-12,36.229,0
1,SEAFOOD,2016-04-13,18.74,0
1,SEAFOOD,2016-04-14,16.325,0
1,SEAFOOD,2016-04-15,44.16,6
1,SEAFOOD,2016-04-16,19.662,0
1,SEAFOOD,2016-04-17,10.475,0
1,SEAFOOD,2016-04-18,20.711,0
1,SEAFOOD,2016-04-19,22.271,0
1,SEAFOOD,2016-04-20,36.377,0
1,SEAFOOD,2016-04-21,26.712,0
1,SEAFOOD,2016-04-22,22.846,6
1,SEAFOOD,2016-04-23,34.697,0
1,SEAFOOD,2016-04-24,14.151,0
1,SEAFOOD,2016-04-25,14.539,0
